Temp (C),cp (J/g-C),Enthalpy (J/kg)
91.5,1.195,317.1666135
91.6,1.195,317.2861135
91.7,1.195,317.4056135
91.8,1.195461538,317.5251597
91.9,1.195,317.6446597
92,1.194923077,317.764152
92.1,1.195181818,317.8836701
92.2,1.195230769,318.0031932
92.3,1.195090909,318.1227023
92.4,1.195,318.2422023
92.5,1.193909091,318.3615932
92.6,1.193461538,318.4809394
92.7,1.193,318.6002394
92.8,1.193230769,318.7195625
92.9,1.192909091,318.8388534
93,1.192846154,318.958138
93.1,1.192909091,319.0774289
93.2,1.193538462,319.1967827
93.3,1.193727273,319.3161555
93.4,1.193538462,319.4355093
93.5,1.193636364,319.5548729
93.6,1.193307692,319.6742037
93.7,1.193454545,319.7935492
93.8,1.193384615,319.9128876
93.9,1.193090909,320.0321967
94,1.193615385,320.1515583
94.1,1.193,320.2708583
94.2,1.193307692,320.390189
94.3,1.193454545,320.5095345
94.4,1.193,320.6288345
94.5,1.192272727,320.7480618
94.6,1.191615385,320.8672233
94.7,1.192,320.9864233
94.8,1.191,321.1055233
94.9,1.190636364,321.2245869
95,1.191,321.3436869
95.1,1.191,321.4627869
95.2,1.190153846,321.5818023
95.3,1.190636364,321.700866
95.4,1.190923077,321.8199583
95.5,1.19,321.9389583
95.6,1.190692308,322.0580275
95.7,1.189636364,322.1769911
95.8,1.190230769,322.2960142
95.9,1.189636364,322.4149778
96,1.189384615,322.5339163
96.1,1.188363636,322.6527527
96.2,1.188538462,322.7716065
96.3,1.188,322.8904065
96.4,1.187692308,323.0091757
96.5,1.188454545,323.1280212
96.6,1.187923077,323.2468135
96.7,1.187545455,323.365568
96.8,1.187769231,323.484345
96.9,1.187,323.603045
97,1.187153846,323.7217604
97.1,1.187545455,323.8405149
97.2,1.187,323.9592149
97.3,1.187,324.0779149
97.4,1.187,324.1966149
97.5,1.187,324.3153149
97.6,1.186615385,324.4339764
97.7,1.187,324.5526764
97.8,1.186461538,324.6713226
97.9,1.186,324.7899226
98,1.186,324.9085226
98.1,1.186,325.0271226
98.2,1.185307692,325.1456534
98.3,1.185636364,325.264217
98.4,1.185846154,325.3828016
98.5,1.186,325.5014016
98.6,1.185153846,325.619917
98.7,1.185909091,325.7385079
98.8,1.189461538,325.8574541
98.9,1.200545455,325.9775086
99,1.223307692,326.0998394
99.1,1.254166667,326.225256
