Boundary Name,Boundary Type,Finish Type,Construction Type,Insulation Details,Received From,Assembly R Value
Foundation Ceiling,Ceiling R-19,,,Ceiling R-19,res3.1_national_300 - bldg0000011,20.75292398
Foundation Ceiling,Ceiling R-30,,,Ceiling R-30,res3.1_ochre_500 - bldg0000026,28.46115288
Foundation Ceiling,Ceiling R-38,,,Ceiling R-38,res3.1_ochre_500 - bldg0000002,33.26303456
Foundation Ceiling,Uninsulated,,,Uninsulated,res3.1_national_300 - bldg0000002,3.460085314
Foundation Floor,Minimal,,,Minimal,"copied from Floor, Minimal",500.4958996
Foundation Floor,Uninsulated,,,Uninsulated,"copied from Floor, Uninsulated",5.508984723
Foundation Furniture,Standard,,,,res3.1_national_300 - bldg0000002,7.494720169
Foundation Wall,"CS,  Half Wall R10",,Crawlspace,Half R10,Copied from Unfinished Basement,4.762741286
Foundation Wall,"CS,  Half Wall R5",,Crawlspace,Half R5,Copied from Unfinished Basement,4.234690091
Foundation Wall,"CS,  Uninsulated",,Crawlspace,Uninsulated,Copied from Unfinished Basement,3.940907202
Foundation Wall,"CS,  Whole Wall R10",,Crawlspace,R10,Copied from Unfinished Basement,11.87759997
Foundation Wall,"CS,  Whole Wall R13",,Crawlspace,R13,Minimal_crawlspace_R13 (Denver),14.87636
Foundation Wall,"CS,  Whole Wall R15",,Crawlspace,R15,Minimal_crawlspace_R15 (Denver),16.875016
Foundation Wall,"CS,  Whole Wall R20",,Crawlspace,R20,Copied from Unfinished Basement,21.87560343
Foundation Wall,"CS,  Whole Wall R5",,Crawlspace,R5,Copied from Unfinished Basement,7.267890483
Foundation Wall,"FB, R10",,Finished Basement,R10,"Copied from FB, R5",12.32747413
Foundation Wall,"FB, R13",,Finished Basement,R13,Minimal_fin_basement_R13,11.37651005
Foundation Wall,"FB, R15",,Finished Basement,R15,Minimal_fin_basement_R15,17.32647587
Foundation Wall,"FB, R18",,Finished Basement,R18,Minimal_fin_basement_R13_R5XPS,13.03275337
Foundation Wall,"FB, R5",,Finished Basement,R5,Minimal_fin_basement_R5,7.328472404
Foundation Wall,"FB, Uninsulated",,Finished Basement,Uninsulated,Minimal_fin_basement_unins,3.940817365
Foundation Wall,"UB, Half Wall R10",,Unfinished Basement,Half R10,Minimal_basement_halfwall_R10,4.762741286
Foundation Wall,"UB, Half Wall R5",,Unfinished Basement,Half R5,Minimal_basement_halfwall_R5,4.234690091
Foundation Wall,"UB, Uninsulated",,Unfinished Basement,Uninsulated,Minimal_basement_ceiling_R13,3.940907202
Foundation Wall,"UB, Whole Wall R10",,Unfinished Basement,R10,Minimal_basement_wholewall_R10,11.87759997
Foundation Wall,"UB, Whole Wall R13",,Unfinished Basement,R13,Minimal_unfin_basement_R13 (Denver),9.204038
Foundation Wall,"UB, Whole Wall R15",,Unfinished Basement,R15,Minimal_unfin_basement_R15 (Denver),16.875016
Foundation Wall,"UB, Whole Wall R20",,Unfinished Basement,R20,Minimal_basement_wholewall_R20,21.87560343
Foundation Wall,"UB, Whole Wall R5",,Unfinished Basement,R5,Minimal_basement_wholewall_R5,7.267890483
Garage Attached Wall,"ConcreteMasonryUnit, asbestos siding, 6-in Hollow, R-7",asbestos siding,ConcreteMasonryUnit,"6-in Hollow, R-7",MF_300 - bldg0000036,8.638369086
Garage Attached Wall,"ConcreteMasonryUnit, brick veneer, 6-in Hollow, R-15",brick veneer,ConcreteMasonryUnit,"6-in Hollow, R-15",MF_300 - bldg0000189,14.33838384
Garage Attached Wall,"ConcreteMasonryUnit, none, 6-in Hollow, R-11",none,ConcreteMasonryUnit,"6-in Hollow, R-11",res3.1_national_300 - bldg0000094,11.03810264
Garage Attached Wall,"ConcreteMasonryUnit, stucco, 6-in Hollow, R-11",stucco,ConcreteMasonryUnit,"6-in Hollow, R-11",res3.1_national_300 - bldg0000235,11.23688898
Garage Attached Wall,"ConcreteMasonryUnit, stucco, 6-in Hollow, R-7",stucco,ConcreteMasonryUnit,"6-in Hollow, R-7",res3.1_national_300 - bldg0000053,8.238537435
Garage Attached Wall,"ConcreteMasonryUnit, vinyl siding, 6-in Hollow, R-19",vinyl siding,ConcreteMasonryUnit,"6-in Hollow, R-19",res3.1_ochre_500 - bldg0000306,16.63639027
Garage Attached Wall,"ConcreteMasonryUnit, wood siding, 6-in Hollow, R-19",wood siding,ConcreteMasonryUnit,"6-in Hollow, R-19",MF_300 - bldg0000271,17.43857494
Garage Attached Wall,"ConcreteMasonryUnit, wood siding, 6-in Hollow, Uninsulated",wood siding,ConcreteMasonryUnit,"6-in Hollow, Uninsulated",MF_100 - bldg0000063,4.038406828
Garage Attached Wall,"StructuralBrick, aluminum siding, 12-in, 3-wythe, Uninsulated",aluminum siding,StructuralBrick,"12-in, 3-wythe, Uninsulated",res3.1_ochre_500 - bldg0000117,4.138483965
Garage Attached Wall,"StructuralBrick, asbestos siding, 12-in, 3-wythe, R-7",asbestos siding,StructuralBrick,"12-in, 3-wythe, R-7",res3.1_ochre_500 - bldg0000351,9.538048043
Garage Attached Wall,"StructuralBrick, none, 12-in, 3-wythe, R-11",none,StructuralBrick,"12-in, 3-wythe, R-11",res3.1_national_300 - bldg0000287,11.93860387
Garage Attached Wall,"StructuralBrick, none, 12-in, 3-wythe, R-15",none,StructuralBrick,"12-in, 3-wythe, R-15",res3.1_national_300 - bldg0000049,14.53661034
Garage Attached Wall,"StructuralBrick, none, 12-in, 3-wythe, R-19",none,StructuralBrick,"12-in, 3-wythe, R-19",res3.1_national_300 - bldg0000282,16.93914081
Garage Attached Wall,"StructuralBrick, none, 12-in, 3-wythe, R-7",none,StructuralBrick,"12-in, 3-wythe, R-7",res3.1_national_300 - bldg0000047,8.938916877
Garage Attached Wall,"StructuralBrick, none, 12-in, 3-wythe, Uninsulated",none,StructuralBrick,"12-in, 3-wythe, Uninsulated",res3.1_national_300 - bldg0000043,3.539900249
Garage Attached Wall,"StructuralBrick, stucco, 12-in, 3-wythe, R-11",stucco,StructuralBrick,"12-in, 3-wythe, R-11",res3.1_national_300 - bldg0000013,12.13766567
Garage Attached Wall,"StructuralBrick, stucco, 12-in, 3-wythe, R-15",stucco,StructuralBrick,"12-in, 3-wythe, R-15",res3.1_national_300 - bldg0000279,14.73656891
Garage Attached Wall,"StructuralBrick, stucco, 12-in, 3-wythe, R-7",stucco,StructuralBrick,"12-in, 3-wythe, R-7",MF_100 - bldg0000053,9.138902302
Garage Attached Wall,"StructuralBrick, stucco, 12-in, 3-wythe, Uninsulated",stucco,StructuralBrick,"12-in, 3-wythe, Uninsulated",res3.1_national_300 - bldg0000033,3.740447958
Garage Attached Wall,"StructuralBrick, vinyl siding, 12-in, 3-wythe, R-7",vinyl siding,StructuralBrick,"12-in, 3-wythe, R-7",res3.1_national_300 - bldg0000165,9.538048043
Garage Attached Wall,"WoodStud, aluminum siding, R-19",aluminum siding,WoodStud,R-19,res3.1_ochre_500 - bldg0000311,14.63779325
Garage Attached Wall,"WoodStud, asbestos siding, R-19",asbestos siding,WoodStud,R-19,res3.1_ochre_500 - bldg0000353,14.63779325
Garage Attached Wall,"WoodStud, brick veneer, R-11",brick veneer,WoodStud,R-11,res3.1_national_300 - bldg0000019,9.638431506
Garage Attached Wall,"WoodStud, brick veneer, R-15",brick veneer,WoodStud,R-15,res3.1_national_300 - bldg0000058,11.43835616
Garage Attached Wall,"WoodStud, brick veneer, R-19",brick veneer,WoodStud,R-19,res3.1_national_300 - bldg0000011,14.73656891
Garage Attached Wall,"WoodStud, brick veneer, R-7",brick veneer,WoodStud,R-7,res3.1_national_300 - bldg0000149,8.037938845
Garage Attached Wall,"WoodStud, brick veneer, Uninsulated",brick veneer,WoodStud,Uninsulated,res3.1_national_300 - bldg0000032,2.739025567
Garage Attached Wall,"WoodStud, composite shingle siding, R-11",composite shingle siding,WoodStud,R-11,res3.1_national_300 - bldg0000102,9.538048043
Garage Attached Wall,"WoodStud, composite shingle siding, R-19",composite shingle siding,WoodStud,R-19,res3.1_national_300 - bldg0000192,14.63779325
Garage Attached Wall,"WoodStud, stucco, R-11",stucco,WoodStud,R-11,res3.1_national_300 - bldg0000041,9.138902302
Garage Attached Wall,"WoodStud, stucco, R-19",stucco,WoodStud,R-19,res3.1_national_300 - bldg0000014,14.23771314
Garage Attached Wall,"WoodStud, stucco, Uninsulated",stucco,WoodStud,Uninsulated,res3.1_national_300 - bldg0000022,2.239842209
Garage Attached Wall,"WoodStud, vinyl siding, R-11",vinyl siding,WoodStud,R-11,res3.1_national_300 - bldg0000006,9.538048043
Garage Attached Wall,"WoodStud, vinyl siding, R-15",vinyl siding,WoodStud,R-15,res3.1_national_300 - bldg0000138,11.33785942
Garage Attached Wall,"WoodStud, vinyl siding, R-19",vinyl siding,WoodStud,R-19,res3.1_national_300 - bldg0000196,14.63779325
Garage Attached Wall,"WoodStud, vinyl siding, R-7",vinyl siding,WoodStud,R-7,res3.1_national_300 - bldg0000156,7.937928142
Garage Attached Wall,"WoodStud, vinyl siding, Uninsulated",vinyl siding,WoodStud,Uninsulated,res3.1_national_300 - bldg0000062,2.639702464
Garage Attached Wall,"WoodStud, wood siding, R-11",wood siding,WoodStud,R-11,res3.1_national_300 - bldg0000095,10.33867444
Garage Attached Wall,"WoodStud, wood siding, R-15",wood siding,WoodStud,R-15,res3.1_national_300 - bldg0000016,12.13766567
Garage Attached Wall,"WoodStud, wood siding, R-19",wood siding,WoodStud,R-19,res3.1_national_300 - bldg0000015,15.4377379
Garage Attached Wall,"WoodStud, wood siding, R-7",wood siding,WoodStud,R-7,res3.1_national_300 - bldg0000210,8.738073253
Garage Attached Wall,"WoodStud, wood siding, Uninsulated",wood siding,WoodStud,Uninsulated,res3.1_national_300 - bldg0000003,3.439127801
Garage Ceiling,Standard,,,,res3.1_national_300 - bldg0000003,0.569908662
Garage Door,R-5.0,,,,Copied from Door,4.122228
Garage Floor,2ft R10 Exterior,,,2ft R10 Exterior,copied from Floor,8.350026906
Garage Floor,"2ft R10 Perimeter, R5 Gap",,,2ft R10 Perimeter,copied from Floor,6.657035771
Garage Floor,2ft R5 Exterior,,,2ft R5 Exterior,copied from Floor,6.882918392
Garage Floor,"2ft R5 Perimeter, R5 Gap",,,2ft R5 Perimeter,copied from Floor,6.225268096
Garage Floor,"4ft R10 Perimeter, R5 Gap",,,4ft R10 Perimeter,copied from Floor,8.317263376
Garage Floor,"4ft R5 Perimeter, R5 Gap",,,4ft R5 Perimeter,copied from Floor,7.344564594
Garage Floor,Minimal,,,Minimal,Minimal_garage_R13 (OLD),498.8324984
Garage Floor,"R10 Whole Slab, R5 Gap",,,R10 Whole Slab,copied from Floor,13.17870623
Garage Floor,Uninsulated,,,Uninsulated,copied from Floor,3.845158112
Garage Furniture,Standard,,,,res3.1_national_300 - bldg0000003,7.494720169
Garage Interior Ceiling,Ceiling R-13,,,Ceiling R-13,res3.1_national_300 - bldg0000069,15.9584036
Garage Interior Ceiling,Ceiling R-19,,,Ceiling R-19,res3.1_national_300 - bldg0000011,20.75292398
Garage Interior Ceiling,Ceiling R-30,,,Ceiling R-30,res3.1_ochre_500 - bldg0000311,28.46115288
Garage Interior Ceiling,Ceiling R-38,,,Ceiling R-38,MF_300 - bldg0000058,33.26303456
Garage Interior Ceiling,Uninsulated,,,Uninsulated,res3.1_national_300 - bldg0000058,3.460085314
Garage Roof,"asphalt or fiberglass shingles, Unfinished, Uninsulated, Pitched",asphalt or fiberglass shingles,Pitched,"Unfinished, Uninsulated",Copied from Attic Roof,1.38963372
Garage Roof,"asphalt or fiberglass shingles, Unfinished, Uninsulated, Pitched, Radiant Barrier",asphalt or fiberglass shingles,"Pitched, Radiant Barrier","Unfinished, Uninsulated",Copied from Attic Roof,1.389638876
Garage Roof,"metal surfacing, Unfinished, Uninsulated, Pitched",metal surfacing,Pitched,"Unfinished, Uninsulated",Copied from Attic Roof,1.389464516
Garage Roof,"metal surfacing, Unfinished, Uninsulated, Pitched, Radiant Barrier",metal surfacing,"Pitched, Radiant Barrier","Unfinished, Uninsulated",Copied from Attic Roof,1.389469671
Garage Roof,"slate or tile shingles, Unfinished, Uninsulated, Pitched",slate or tile shingles,Pitched,"Unfinished, Uninsulated",Copied from Attic Roof,1.3896905
Garage Roof,"slate or tile shingles, Unfinished, Uninsulated, Pitched, Radiant Barrier",slate or tile shingles,"Pitched, Radiant Barrier","Unfinished, Uninsulated",Copied from Attic Roof,1.389695656
Garage Roof,"wood shingles or shakes, Unfinished, Uninsulated, Pitched",wood shingles or shakes,Pitched,"Unfinished, Uninsulated",Copied from Attic Roof,1.38963372
Garage Roof,"wood shingles or shakes, Unfinished, Uninsulated, Pitched, Radiant Barrier",wood shingles or shakes,"Pitched, Radiant Barrier","Unfinished, Uninsulated",Copied from Attic Roof,1.389638876
Garage Roof,"asphalt or fiberglass shingles, Unfinished, Uninsulated, Flat",asphalt or fiberglass shingles,Flat,"Unfinished, Uninsulated",Copied from Attic Roof,1.38963372
Garage Roof,"metal surfacing, Unfinished, Uninsulated, Flat",metal surfacing,Flat,"Unfinished, Uninsulated",Copied from Attic Roof,1.389464516
Garage Roof,"slate or tile shingles, Unfinished, Uninsulated, Flat",slate or tile shingles,Flat,"Unfinished, Uninsulated",Copied from Attic Roof,1.3896905
Garage Roof,"wood shingles or shakes, Unfinished, Uninsulated, Flat",wood shingles or shakes,Flat,"Unfinished, Uninsulated",Copied from Attic Roof,1.38963372
Garage Wall,"ConcreteMasonryUnit, asbestos siding",asbestos siding,ConcreteMasonryUnit,,MF_300 - bldg0000036,3.123212321
Garage Wall,"ConcreteMasonryUnit, brick veneer",brick veneer,ConcreteMasonryUnit,,MF_300 - bldg0000189,3.123212321
Garage Wall,"ConcreteMasonryUnit, none",none,ConcreteMasonryUnit,,res3.1_national_300 - bldg0000094,3.123212321
Garage Wall,"ConcreteMasonryUnit, stucco",stucco,ConcreteMasonryUnit,,res3.1_national_300 - bldg0000053,3.123212321
Garage Wall,"ConcreteMasonryUnit, vinyl siding",vinyl siding,ConcreteMasonryUnit,,res3.1_ochre_500 - bldg0000306,3.123212321
Garage Wall,"ConcreteMasonryUnit, wood siding",wood siding,ConcreteMasonryUnit,,MF_100 - bldg0000063,3.123212321
Garage Wall,"StructuralBrick, aluminum siding",aluminum siding,StructuralBrick,,res3.1_ochre_500 - bldg0000117,3.123212321
Garage Wall,"StructuralBrick, asbestos siding",asbestos siding,StructuralBrick,,res3.1_ochre_500 - bldg0000351,3.123212321
Garage Wall,"StructuralBrick, none",none,StructuralBrick,,res3.1_national_300 - bldg0000043,3.123212321
Garage Wall,"StructuralBrick, stucco",stucco,StructuralBrick,,res3.1_national_300 - bldg0000013,3.123212321
Garage Wall,"StructuralBrick, vinyl siding",vinyl siding,StructuralBrick,,res3.1_national_300 - bldg0000165,3.123212321
Garage Wall,"WoodStud, aluminum siding",aluminum siding,WoodStud,,res3.1_ochre_500 - bldg0000311,3.123212321
Garage Wall,"WoodStud, asbestos siding",asbestos siding,WoodStud,,res3.1_ochre_500 - bldg0000353,3.123212321
Garage Wall,"WoodStud, brick veneer",brick veneer,WoodStud,,res3.1_national_300 - bldg0000011,3.123212321
Garage Wall,"WoodStud, composite shingle siding",composite shingle siding,WoodStud,,res3.1_national_300 - bldg0000102,3.123212321
Garage Wall,"WoodStud, stucco",stucco,WoodStud,,res3.1_national_300 - bldg0000014,3.123212321
Garage Wall,"WoodStud, vinyl siding",vinyl siding,WoodStud,,res3.1_national_300 - bldg0000006,3.123212321
Garage Wall,"WoodStud, wood siding",wood siding,WoodStud,,res3.1_national_300 - bldg0000003,3.123212321
Indoor Furniture,Standard,,,,res3.1_national_300 - bldg0000002,7.494720169
Interior Wall,Standard,,,,res3.1_national_300 - bldg0000002,2.18805395
Raised Floor,Ceiling R-13,,,Ceiling R-13,res3.1_national_300 - bldg0000070,16.68037603
Raised Floor,Ceiling R-19,,,Ceiling R-19,res3.1_ochre_500 - bldg0000038,21.47503782
Raised Floor,Ceiling R-30,,,Ceiling R-30,res3.1_ochre_500 - bldg0000033,29.17780062
Raised Floor,Ceiling R-38,,,Ceiling R-38,res3.1_ochre_500 - bldg0000035,33.9796529
Raised Floor,Minimal,,,Minimal,Fully_minimal (Denver),498.763526
Raised Floor,Uninsulated,,,Uninsulated,res3.1_national_300 - bldg0000122,4.181148748
Rim Joist,"aluminum siding, R-10, Exterior",aluminum siding,,"R-10, Exterior",res3.1_ochre_500 - bldg0000066,12.2212656
Rim Joist,"aluminum siding, R-13, Interior",aluminum siding,,"R-13, Interior",res3.1_ochre_500 - bldg0000094,12.67127873
Rim Joist,"aluminum siding, R-15, Exterior",aluminum siding,,"R-15, Exterior",res3.1_ochre_500 - bldg0000077,17.22171671
Rim Joist,"aluminum siding, R-5, Exterior",aluminum siding,,"R-5, Exterior",res3.1_ochre_500 - bldg0000144,7.221162406
Rim Joist,"aluminum siding, Uninsulated",aluminum siding,,Uninsulated,res3.1_ochre_500 - bldg0000121,2.222309198
Rim Joist,"asbestos siding, R-10, Exterior",asbestos siding,,"R-10, Exterior",res3.1_ochre_500 - bldg0000082,12.2212656
Rim Joist,"asbestos siding, R-13, Interior",asbestos siding,,"R-13, Interior",res3.1_ochre_500 - bldg0000009,12.67127873
Rim Joist,"asbestos siding, R-15, Exterior",asbestos siding,,"R-15, Exterior",res3.1_ochre_500 - bldg0000002,17.22171671
Rim Joist,"asbestos siding, R-5, Exterior",asbestos siding,,"R-5, Exterior",res3.1_ochre_500 - bldg0000013,7.221162406
Rim Joist,"asbestos siding, Uninsulated",asbestos siding,,Uninsulated,res3.1_ochre_500 - bldg0000079,2.222309198
Rim Joist,"brick veneer, R-10, Exterior",brick veneer,,"R-10, Exterior",res3.1_national_300 - bldg0000058,12.31937514
Rim Joist,"brick veneer, R-13, Interior",brick veneer,,"R-13, Interior",res3.1_ochre_500 - bldg0000203,12.77103014
Rim Joist,"brick veneer, R-15, Exterior",brick veneer,,"R-15, Exterior",res3.1_ochre_500 - bldg0000074,17.32153752
Rim Joist,"brick veneer, R-5, Exterior",brick veneer,,"R-5, Exterior",res3.1_ochre_500 - bldg0000147,7.321727917
Rim Joist,"brick veneer, Uninsulated",brick veneer,,Uninsulated,res3.1_national_300 - bldg0000011,2.322290389
Rim Joist,"composite shingle siding, R-10, Exterior",composite shingle siding,,"R-10, Exterior",res3.1_ochre_500 - bldg0000379,12.2212656
Rim Joist,"composite shingle siding, R-13, Interior",composite shingle siding,,"R-13, Interior",res3.1_ochre_500 - bldg0000010,12.67127873
Rim Joist,"composite shingle siding, R-15, Exterior",composite shingle siding,,"R-15, Exterior",res3.1_ochre_500 - bldg0000119,17.22171671
Rim Joist,"composite shingle siding, R-5, Exterior",composite shingle siding,,"R-5, Exterior",res3.1_ochre_500 - bldg0000252,7.221162406
Rim Joist,"composite shingle siding, Uninsulated",composite shingle siding,,Uninsulated,res3.1_national_300 - bldg0000102,2.222309198
Rim Joist,"fiber cement siding, R-10, Exterior",fiber cement siding,,"R-10, Exterior",res3.1_ochre_500 - bldg0000098,11.82177806
Rim Joist,"fiber cement siding, R-13, Interior",fiber cement siding,,"R-13, Interior",res3.1_ochre_500 - bldg0000070,12.27145018
Rim Joist,"fiber cement siding, R-15, Exterior",fiber cement siding,,"R-15, Exterior",res3.1_ochre_500 - bldg0000026,16.81872038
Rim Joist,"fiber cement siding, R-5, Exterior",fiber cement siding,,"R-5, Exterior",res3.1_ochre_500 - bldg0000280,6.821239789
Rim Joist,"fiber cement siding, Uninsulated",fiber cement siding,,Uninsulated,res3.1_ochre_500 - bldg0000157,1.822792937
Rim Joist,"none, R-10, Exterior",none,,"R-10, Exterior",res3.1_ochre_500 - bldg0000227,11.62095784
Rim Joist,"none, R-13, Interior",none,,"R-13, Interior",res3.1_ochre_500 - bldg0000394,12.07057823
Rim Joist,"none, R-15, Exterior",none,,"R-15, Exterior",MF_300 - bldg0000080,16.62177986
Rim Joist,"none, R-5, Exterior",none,,"R-5, Exterior",res3.1_ochre_500 - bldg0000053,6.621574344
Rim Joist,"none, Uninsulated",none,,Uninsulated,res3.1_national_300 - bldg0000023,1.622749357
Rim Joist,"stucco, R-10, Exterior",stucco,,"R-10, Exterior",res3.1_national_300 - bldg0000270,11.82177806
Rim Joist,"stucco, R-13, Interior",stucco,,"R-13, Interior",res3.1_ochre_500 - bldg0000030,12.27145018
Rim Joist,"stucco, R-15, Exterior",stucco,,"R-15, Exterior",res3.1_ochre_500 - bldg0000126,16.81872038
Rim Joist,"stucco, R-5, Exterior",stucco,,"R-5, Exterior",res3.1_ochre_500 - bldg0000180,6.821239789
Rim Joist,"stucco, Uninsulated",stucco,,Uninsulated,res3.1_national_300 - bldg0000033,1.822792937
Rim Joist,"vinyl siding, R-10, Exterior",vinyl siding,,"R-10, Exterior",res3.1_national_300 - bldg0000063,12.2212656
Rim Joist,"vinyl siding, R-13, Interior",vinyl siding,,"R-13, Interior",res3.1_ochre_500 - bldg0000130,12.67127873
Rim Joist,"vinyl siding, R-15, Exterior",vinyl siding,,"R-15, Exterior",res3.1_ochre_500 - bldg0000437,17.22171671
Rim Joist,"vinyl siding, R-5, Exterior",vinyl siding,,"R-5, Exterior",res3.1_national_300 - bldg0000176,7.221162406
Rim Joist,"vinyl siding, Uninsulated",vinyl siding,,Uninsulated,res3.1_national_300 - bldg0000008,2.222309198
Rim Joist,"wood siding, R-10, Exterior",wood siding,,"R-10, Exterior",res3.1_ochre_500 - bldg0000404,13.01994955
Rim Joist,"wood siding, R-13, Interior",wood siding,,"R-13, Interior",res3.1_ochre_500 - bldg0000196,13.47093713
Rim Joist,"wood siding, R-15, Exterior",wood siding,,"R-15, Exterior",res3.1_ochre_500 - bldg0000012,18.01967629
Rim Joist,"wood siding, R-5, Exterior",wood siding,,"R-5, Exterior",res3.1_ochre_500 - bldg0000123,8.020906908
Rim Joist,"wood siding, Uninsulated",wood siding,,Uninsulated,res3.1_national_300 - bldg0000002,3.021820117
Roof,Minimal,,,Minimal,Fully_minimal (OLD),499.1095827
Roof,R-30,,,R-30,Fully_minimal (DC),29.78600751
Roof,"asphalt or fiberglass shingles, Finished, R-13, Flat",asphalt or fiberglass shingles,Flat,"Finished, R-13",res3.1_national_300 - bldg0000136,13.33489901
Roof,"asphalt or fiberglass shingles, Finished, R-13, Pitched",asphalt or fiberglass shingles,Pitched,"Finished, R-13",res3.1_national_300 - bldg0000259,13.3883518
Roof,"asphalt or fiberglass shingles, Finished, R-19, Flat",asphalt or fiberglass shingles,Flat,"Finished, R-19",res3.1_national_300 - bldg0000203,20.23521026
Roof,"asphalt or fiberglass shingles, Finished, R-19, Pitched",asphalt or fiberglass shingles,Pitched,"Finished, R-19",res3.1_national_300 - bldg0000098,20.28581636
Roof,"asphalt or fiberglass shingles, Finished, R-30, Flat",asphalt or fiberglass shingles,Flat,"Finished, R-30",res3.1_national_300 - bldg0000074,28.73481781
Roof,"asphalt or fiberglass shingles, Finished, R-30, Pitched",asphalt or fiberglass shingles,Pitched,"Finished, R-30",res3.1_national_300 - bldg0000291,28.77850988
Roof,"asphalt or fiberglass shingles, Finished, R-38, Flat",asphalt or fiberglass shingles,Flat,"Finished, R-38",res3.1_national_300 - bldg0000194,35.53191489
Roof,"asphalt or fiberglass shingles, Finished, R-38, Pitched",asphalt or fiberglass shingles,Pitched,"Finished, R-38",res3.1_national_300 - bldg0000210,35.5764411
Roof,"asphalt or fiberglass shingles, Finished, R-49, Flat",asphalt or fiberglass shingles,Flat,"Finished, R-49",res3.1_ochre_500 - bldg0000080,46.01296596
Roof,"asphalt or fiberglass shingles, Finished, R-49, Pitched",asphalt or fiberglass shingles,Pitched,"Finished, R-49",res3.1_ochre_500 - bldg0000353,46.08766234
Roof,"asphalt or fiberglass shingles, Finished, R-7, Flat",asphalt or fiberglass shingles,Flat,"Finished, R-7",res3.1_national_300 - bldg0000272,9.235523748
Roof,"asphalt or fiberglass shingles, Finished, R-7, Pitched",asphalt or fiberglass shingles,Pitched,"Finished, R-7",res3.1_ochre_500 - bldg0000162,9.288401767
Roof,"asphalt or fiberglass shingles, Finished, Uninsulated, Flat",asphalt or fiberglass shingles,Flat,"Finished, Uninsulated",res3.1_ochre_500 - bldg0000157,2.737704918
Roof,"asphalt or fiberglass shingles, Finished, Uninsulated, Pitched",asphalt or fiberglass shingles,Pitched,"Finished, Uninsulated",res3.1_ochre_500 - bldg0000310,2.788801572
Roof,"metal surfacing, Finished, R-13, Flat",metal surfacing,Flat,"Finished, R-13",res3.1_ochre_500 - bldg0000159,13.33489901
Roof,"metal surfacing, Finished, R-13, Pitched",metal surfacing,Pitched,"Finished, R-13",res3.1_ochre_500 - bldg0000154,13.3883518
Roof,"metal surfacing, Finished, R-19, Flat",metal surfacing,Flat,"Finished, R-19",res3.1_ochre_500 - bldg0000326,20.23521026
Roof,"metal surfacing, Finished, R-19, Pitched",metal surfacing,Pitched,"Finished, R-19",res3.1_ochre_500 - bldg0000033,20.28581636
Roof,"metal surfacing, Finished, R-30, Flat",metal surfacing,Flat,"Finished, R-30",res3.1_ochre_500 - bldg0000006,28.73481781
Roof,"metal surfacing, Finished, R-30, Pitched",metal surfacing,Pitched,"Finished, R-30",MF_300 - bldg0000184,28.77850988
Roof,"metal surfacing, Finished, R-38, Flat",metal surfacing,Flat,"Finished, R-38",res3.1_ochre_500 - bldg0000158,35.53191489
Roof,"metal surfacing, Finished, R-38, Pitched",metal surfacing,Pitched,"Finished, R-38",res3.1_ochre_500 - bldg0000102,35.5764411
Roof,"metal surfacing, Finished, R-49, Flat",metal surfacing,Flat,"Finished, R-49",res3.1_ochre_500 - bldg0000092,46.01296596
Roof,"metal surfacing, Finished, R-49, Pitched",metal surfacing,Pitched,"Finished, R-49",res3.1_ochre_500 - bldg0000311,46.08766234
Roof,"metal surfacing, Finished, R-7, Flat",metal surfacing,Flat,"Finished, R-7",res3.1_ochre_500 - bldg0000009,9.235523748
Roof,"metal surfacing, Finished, R-7, Pitched",metal surfacing,Pitched,"Finished, R-7",res3.1_ochre_500 - bldg0000328,9.288401767
Roof,"metal surfacing, Finished, Uninsulated, Flat",metal surfacing,Flat,"Finished, Uninsulated",MF_300 - bldg0000200,2.737704918
Roof,"metal surfacing, Finished, Uninsulated, Pitched",metal surfacing,Pitched,"Finished, Uninsulated",res3.1_ochre_500 - bldg0000151,2.788801572
Roof,"slate or tile shingles, Finished, R-13, Flat",slate or tile shingles,Flat,"Finished, R-13",res3.1_ochre_500 - bldg0000022,13.33489901
Roof,"slate or tile shingles, Finished, R-13, Pitched",slate or tile shingles,Pitched,"Finished, R-13",res3.1_ochre_500 - bldg0000029,13.3883518
Roof,"slate or tile shingles, Finished, R-19, Flat",slate or tile shingles,Flat,"Finished, R-19",res3.1_ochre_500 - bldg0000040,20.23521026
Roof,"slate or tile shingles, Finished, R-19, Pitched",slate or tile shingles,Pitched,"Finished, R-19",res3.1_ochre_500 - bldg0000231,20.28581636
Roof,"slate or tile shingles, Finished, R-30, Flat",slate or tile shingles,Flat,"Finished, R-30",res3.1_ochre_500 - bldg0000031,28.73481781
Roof,"slate or tile shingles, Finished, R-30, Pitched",slate or tile shingles,Pitched,"Finished, R-30",res3.1_ochre_500 - bldg0000030,28.77850988
Roof,"slate or tile shingles, Finished, R-38, Flat",slate or tile shingles,Flat,"Finished, R-38",res3.1_ochre_500 - bldg0000017,35.53191489
Roof,"slate or tile shingles, Finished, R-38, Pitched",slate or tile shingles,Pitched,"Finished, R-38",res3.1_ochre_500 - bldg0000117,35.5764411
Roof,"slate or tile shingles, Finished, R-49, Flat",slate or tile shingles,Flat,"Finished, R-49",res3.1_ochre_500 - bldg0000001,46.01296596
Roof,"slate or tile shingles, Finished, R-49, Pitched",slate or tile shingles,Pitched,"Finished, R-49",res3.1_ochre_500 - bldg0000186,46.08766234
