cooking_range,dishwasher,clothes_washer,clothes_dryer,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
0,0,0,0,0,0,0
0,0,0,0,0,0,0.072
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0.319,0,0,0.111,0
0,0,0.596,0.417,0,0.694,0.0428
0,0,0,0.667,0,0.348,0
0.467,0,0,0,0,0.384,0
0.05,0,0,0,0,0.421,0.0428
0,0,0,0,0,0.633,0
0,0,0,0,0,0,0.214
0,0,0.298,0,0,0.0563,0.0428
0,0,0,0.817,0,0.537,0
0,0,0,0,0,0.912,0.171
0,0,0,0,0,0.666,0.0857
0,0,0,0,0,0.703,0.0857
0,0,0,0,0,0.799,0.0857
0,0,0,0,0,0.477,0.3
0,0,0,0,0,0.0193,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.127
0,0,0,0,0,0,0.0598
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0
0.967,0,0,0,0,0,0
0.317,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.257
0.25,0,0,0,0,0,0.171
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.25,0,0,0,0,0,0.203
0,0,0,0,0,0,0.118
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0.638,0,0,0.19,0
0,0,0.277,0.533,0,0.704,0
0.967,0,0,0,0,0.19,0
0.0667,0,0,0,0,0,0.343
0,0,0,0,0,0,0.214
0.25,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.143
0,0,0,0,0,0,0.383
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0965
0,0,0,0,0,0,0
0,0.333,0,0,0.314,0,0.191
0.517,0.467,0,0,0.355,0,0.0428
0,0,0,0,0,0,0.171
0.517,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0.298,0.567,0,0.338,0.0857
0,0,0,0.25,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.102
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0641
0,0,0,0,0,0,0.062
0,0,0,0,0,0,0.151
0,0,0,0,0,0,0.294
0,0,0,0,0,0,0.229
0,0,0,0,0,0,0.238
0,0,0,0,0,0,0.14
0,0,0,0,0,0,0.0539
0.133,0,0,0,0,0,0.0857
0.633,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0975
0,0,0,0,0,0,0
0,0,0,0,0,0,0.173
0,0,0,0,0,0,0.175
0,0,0,0,0,0,0.385
0.217,0,0,0,0,0,0
1,0,0,0,0,0,0.214
0.0667,0,0.638,0,0,0.431,0.0857
0,0,0.277,0.533,0,0.347,0.214
0,0,0,0,0,0.698,0.0428
0.25,0,0,0,0,0.31,0.128
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0.917,0,0,0.745,0,0.171
0,0.15,0,0,0.645,0,0.0857
0,0.8,0,0,0.567,0,0.128
0,0,0,0,0.178,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0.667,0,0,0.474,0,0.248
0,0.133,0,0,0,0,0.128
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0925
0,0,0,0,0,0,0.341
0.467,0,0,0,0,0,0.0818
0.817,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.23
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0.667,0,0,0.557,0,0.473
0,0.4,0,0,0,0,0.0428
0.25,0,0,0,0,0,0.0857
0,0.667,0,0,0.497,0,0.385
0,0.133,0,0,0,0,0.171
0,0,0,0,0,0,0.343
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0799
0,0,0,0,0,0,0.248
0,0,0,0,0,0,0.38
0,0,0,0,0,0,0.279
0,0,0,0,0,0,0.421
0.467,0,0,0,0,0,0.152
1,0,0,0,0,0,0.0428
1,0,0,0,0,0,0.128
0.383,0,0,0,0,0,0.257
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.145
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.172
0,0,0,0,0,0,0.0946
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0.617,0.267,0,0.469,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0.967,0,0,0,0,0,0.269
0.0667,0,0,0,0,0,0.357
0,0,0,0,0,0,0
0,0,0,0,0,0,0.251
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.102
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.133,0,0,0,0,0,0.201
0.117,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.128
0.25,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.108
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.347
0,0,0,0,0,0,0.311
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.17
0,0,0,0,0,0,0.222
0,0,0,0,0,0,0.279
0,0,0,0,0,0,0.211
0,0,0,0,0,0,0.179
0,0,0,0,0,0,0.119
0,0,0,0,0,0,0.416
0,0,0,0,0,0,0.488
0,0,0,0,0,0,0.0274
0,0,0.617,0.317,0,0.45,0
0.517,0,0,0.217,0,0,0.0857
0,0,0,0,0,0,0.0857
0,0,0.851,0,0,0.431,0.128
0,0,0.0638,0.833,0,0.49,0.0428
0,0,0,0.25,0,0.807,0.0428
0,0,0,0,0,0.627,0
0,0,0,0,0,0.699,0.128
0,0,0,0,0,0.801,0.171
0,0,0,0,0,0.357,0
0,0,0,0,0,0.52,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.17
0,0,0.638,0,0,0.45,0.189
0,0,0.277,0.533,0,0.259,0
0,0,0,0,0,0.617,0
0,0,0,0,0,0.232,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.128
0.467,0,0,0,0,0,0.0428
0.817,0.667,0,0,0.569,0,0
0,0.133,0,0,0.771,0,0
0,0,0,0,0.114,0,0.321
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.0428
0,0,0,0,0,0.277,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0896
0,0,0,0,0,0,0.0732
0,0,0,0,0,0,0.209
0,0,0,0,0,0,0.0992
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0.347
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0.298,0.15,0,0.217,0.122
0.217,0,0,0.667,0,0.667,0.233
0.55,0,0,0,0,0.344,0
0,0,0,0,0,0.162,0.257
0,0,0,0,0,0,0.363
0,0,0,0,0,0,0.0988
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.467,0,0,0,0,0,0
0.05,0,0,0,0,0,0.0672
0,0,0,0,0,0,0.192
0,0,0,0,0,0,0.0589
0,0,0,0,0,0,0.442
0,0,0,0,0,0,0.646
0,0,0,0,0,0,0.426
0,0,0,0,0,0,0.373
0,0,0,0,0,0,0.222
0,0,0,0,0,0,0.206
0,0,0,0,0,0,0.128
0.467,0,0,0,0,0,0.137
0.817,0,0,0,0,0,0.19
0,0,0,0,0,0,0.0857
0,0.417,0,0,0.54,0,0.207
0,0.383,0,0,0.109,0,0.566
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0362
0,0,0,0,0,0,0.461
0,0,0,0,0,0,0.136
0,0,0,0,0,0,0.372
0,0,0,0,0,0,0.355
0,0,0.298,0.4,0,0.26,0.161
0,0,0,0.417,0,0.812,0.311
0,0,0,0,0,0.138,0.199
0,0,0,0,0,0,0.124
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0.467,0,0,0,0,0,0.171
1,0,0,0,0,0,0.0428
0.0833,0,0,0,0,0,0
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0
0,0,0,0,0,0,0.19
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.142
0,0,0,0,0,0,0.312
0,0,0,0,0,0,0.151
0,0,0,0,0,0,0
0.717,0,0,0,0,0,0.0857
0.05,0,0,0,0,0,0.3
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0.967,0,0,0,0,0,0
1,0,0,0,0,0,0.171
0.617,0,0,0,0,0,0.23
0,0,0,0,0,0,0.27
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0.213,0,0,0.0145,0
0,0,0.404,0.567,0,0.632,0
0.633,0,0,0.25,0,0,0.0622
0.65,0.0833,0,0,0.149,0,0.128
0,0.717,0,0,0.509,0,0.171
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0.281
0.517,0,0,0,0,0,0.164
0,0,0,0,0,0,0
0,0,0,0,0,0,0.262
0,0,0,0,0,0,0.33
0,0,0,0,0,0,0.373
0,0,0,0,0,0,0.253
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0636
0,0,0,0,0,0,0.0868
0,0,0,0,0,0,0.0951
0,0,0.213,0,0,0.037,0.15
0,0,0.702,0.267,0,0.527,0.507
0,0,0,0,0,0.528,0.259
0,0,0,0,0,0.445,0.466
0.383,0,0,0,0,0.383,0.249
0.133,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.135
0,0,0,0,0,0,0.0791
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0472
0,0,0,0,0,0,0.098
0,0,0,0,0,0,0.193
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.343
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.343
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.042
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0894
0,0,0,0,0,0,0.0582
0.517,0,0,0,0,0,0
0,0,0,0,0,0,0.259
0,0,0,0,0,0,0.353
0,0,0,0,0,0,0.453
0,0,0,0,0,0,0.256
0,0,0,0,0,0,0
0.25,0,0,0,0,0,0
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0857
0,0.167,0,0,0.238,0,0.0428
0,0.633,0,0,0.248,0,0
0,0,0,0,0,0,0.428
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.323
0,0,0,0,0,0,0.126
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0.667,0.298,0.4,0.557,0.158,0.251
0.517,0.8,0,0.683,0.572,0,0
0,0.4,0,0,0.635,0,0.0857
0,0,0,0,0.287,0,0.214
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.0857
0,0.8,0,0,0.713,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0.385
0.217,0,0,0,0,0,0
0.55,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0.0651
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.101
0,0,0,0,0,0,0
0,0,0,0,0,0,0.11
0,0,0,0,0,0,0.131
0,0,0,0,0,0,0.482
0,0,0,0,0,0,0.0679
0,0,0,0,0,0,0.162
0.417,0,0,0,0,0,0.268
0.85,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.343
0.25,0,0,0,0,0,0.0428
0,0.117,0,0,0.122,0,0.402
0,0.667,0,0,0.548,0,0.249
0,0,0,0,0,0,0.285
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.106
0,0,0,0,0,0,0.17
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.167,0,0,0,0,0,0.0428
0.0833,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.128
0,0.117,0,0,0.161,0,0.214
0,0.667,0,0,0.708,0,0.343
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0.281
0,0,0,0,0,0,0.128
0,0,0.319,0.333,0,0.241,0
0,0,0,0.717,0,0.505,0
0,0,0,0,0,0,0.174
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0.638,0.0167,0,0.6,0
0,0,0,0.767,0,0.347,0
0,0,0,0,0,0,0.114
0,0,0,0,0,0,0.146
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0.783,0,0,0.8,0,0.0403
0.35,0,0,0,0.129,0,0.0857
0.917,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.156
0,0,0,0,0,0,0.14
0,0,0,0,0,0,0.212
0,0,0,0,0,0.167,0.0953
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.509
0,0,0,0,0,0,0.278
0,0,0,0,0,0,0.19
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0.1,0,0,0,0,0,0.471
0.4,0,0,0,0,0,0.3
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.117
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0765
0,0,0,0,0,0,0.12
0,0,0,0,0,0,0.313
0,0,0,0,0,0,0.17
0,0,0,0,0,0,0.525
0,0,0.574,0,0,0.301,0.175
0,0,0.383,0.583,0,0.69,0.239
0,0,0,0.467,0,0.645,0.128
0,0,0,0,0,0.399,0.0857
0,0,0,0,0,0.606,0.128
0,0,0,0,0,0.471,0
0,0,0,0,0,0.5,0.0857
0,0,0,0,0,0.585,0
0,0,0,0,0,0.46,0
