cooking_range,dishwasher,clothes_washer,clothes_dryer,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
0,0.35,0,0,0.265,0,0.0953
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.251
0,0,0,0,0,0,0.0548
0,0,0,0,0,0,0.43
0,0,0,0,0,0,0.0768
0,0.917,0,0,0.423,0,0.122
0,0.1,0,0,0.633,0,0.0857
0,0,0,0,0.499,0,0.0428
0,0,0,0,0.301,0,0.3
0,0,0,0,0,0,0.171
0.217,0,0,0,0,0,0.171
0.75,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.278
0,0.167,0,0,0.346,0,0.0629
0,0.6,0.617,0,0.261,0.431,0.0734
0,0,0,0.9,0,0.362,0.171
0,0,0,0.133,0,0.204,0.0428
0,0,0,0,0,0.325,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.11
0,0,0,0,0,0,0.337
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.128
0.217,0,0,0,0,0,0.128
0.5,0,0,0,0,0,0.257
0,0.417,0,0,0.348,0,0.128
0,0.35,0.319,0,0.0951,0.00965,0.0857
0,0,0.298,0.65,0,0.514,0
0,0,0,0.117,0,0.584,0.214
0,0,0,0,0,0,0.286
0,0,0,0,0,0,0
0,0.417,0,0,0.384,0,0
0,0.35,0,0,0.548,0,0.376
0,0,0.298,0,0.545,0.0884,0
0,0,0,0.767,0.43,0.569,0.325
0,0,0,0,0,0,0.0837
0,0,0,0,0,0,0
0,0,0,0,0,0,0.123
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0.163
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0.617,0.4,0,0.42,0.343
0,0,0,0.367,0,0.635,0.0857
0,0,0,0,0,0.116,0
0,0,0,0,0,0,0.32
0.483,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0.217,0,0,0,0,0,0.201
1,0,0,0,0,0,0.121
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.149
0.717,0,0,0,0,0,0.0832
0.5,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0857
0,0.767,0,0,0.514,0,0.0857
0,0,0,0,0.499,0,0.0857
0,0,0,0,0,0,0.351
0,0,0,0,0,0,0.0857
0,0.167,0,0,0.2,0,0.214
0,0.85,0,0,0.688,0,0.0857
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.189
0.483,0,0,0,0,0,0.399
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.3,0,0,0,0,0,0
0.183,0,0,0,0.0866,0,0
0,0.767,0,0,0.676,0,0
0,0,0,0,0.694,0,0.0428
0,0,0,0,0.0543,0,0
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.237
0.233,0,0,0,0,0,0.249
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.11
0,0,0,0,0,0,0.237
0,0,0,0,0,0,0.205
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0.967,0,0,0,0,0,0.14
1,0,0,0,0,0,0
0.467,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0.3
0,0,0.936,0,0,0.391,0
0,0.917,0,0.767,0.37,0.532,0.171
0,0.1,0,0,0,0,0.411
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.165
0,0,0,0,0,0,0
0.217,0,0,0,0,0,0.206
0.75,0,0,0,0,0,0.0732
0,0,0,0,0,0,0.246
0,0,0,0,0,0,0.0577
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0.467,0,0,0,0,0,0.0428
0.5,0,0,0,0,0,0.3
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0.167,0,0,0.319,0,0.3
0,0.6,0,0,0.514,0,0
0,0,0,0,0,0,0.322
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0825
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0582
0.483,0,0,0,0,0,0.118
0,0,0,0,0,0,0.076
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.185
0,0,0,0,0,0,0.495
0,0,0,0,0,0,0.125
0,0,0,0,0,0,0.6
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.217,0,0,0,0,0,0
0.267,0,0,0,0,0,0
0,0,0,0,0,0,0.311
0,0,0,0,0,0,0.0615
0,0,0,0,0,0,0.359
0,0,0,0,0,0,0.391
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0.617,0.15,0,0.379,0.171
0,0,0,0.367,0,0.407,0.0428
0,0,0,0,0,0.482,0
0,0,0,0,0,0.305,0
0.217,0,0,0,0,0,0.0857
0.75,0,0,0,0,0,0.0857
0.467,0,0,0,0,0,0.171
0.25,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.11
0.233,0,0,0,0,0,0.158
0,0,0.319,0,0,0.0965,0.331
0,0,0.617,0.4,0,0.236,0.113
0,0,0,0.367,0,0.543,0.0988
0,0,0,0,0,0,0.218
0,0,0,0,0,0,0.301
0,0,0,0,0,0,0.227
0.217,0,0,0,0,0,0.156
0.267,0,0.617,0.4,0,0.596,0
0,0,0,0.117,0,0.648,0.0428
0,0,0,0,0,0.559,0.128
0,0,0,0,0,0.603,0.514
0,0,0,0,0,0.342,0.255
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0927
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0
0.55,0,0,0,0,0,0
0.667,0,0,0,0,0,0
0,0,0,0,0,0,0.146
0,0,0,0,0,0,0.115
0.233,0,0,0,0,0,0.137
0,0,0,0,0,0,0.225
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.176
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.295
0,0,0,0,0,0,0.273
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0662
0,0,0,0,0,0,0.0997
0.483,0,0,0,0,0,0.137
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0.298,0,0,0.175,0.123
0,0,0,0.767,0,0.424,0.182
0,0,0,0,0,0.399,0.295
0,0,0,0,0,0.529,0
0,0,0,0,0,0.442,0.257
0,0,0,0,0,0.527,0.106
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.217,0,0,0,0,0,0.225
0.5,0,0,0,0,0,0.0825
0,0,0,0,0,0,0.0906
0,0,0,0,0,0,0.306
0,0,0,0,0,0,0.106
0,0,0,0,0,0,0.293
0,0,0,0,0,0,0.233
0.467,0,0,0,0,0,0.198
0.75,0,0,0,0,0,0.153
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.171
0,0.667,0,0,0.591,0,0.171
0,0.35,0,0,0.131,0,0
0,0,0,0,0,0,0.14
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.236
0,0,0.617,0.15,0,0.26,0.0768
0,0,0,0.617,0,0.228,0.102
0,0,0,0,0,0.592,0
0,0,0,0,0,0.314,0.246
0,0,0,0,0,0.521,0.171
0,0,0,0,0,0.809,0.0857
0,0,0,0,0,0.592,0
0,0,0,0,0,0.518,0
0,0,0,0,0,0.542,0.257
0,0,0,0,0,0.201,0
0.967,0,0,0,0,0.781,0.385
1,0,0,0,0,0.635,0.0857
1,0,0,0,0,0.129,0.475
1,0,0,0,0,0,0.256
0.9,0,0,0,0,0,0.464
0,0,0,0,0,0,0.295
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.165
0,0,0,0,0,0,0.076
0,0,0,0,0,0,0.134
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0.233,0,0,0,0,0,0.257
0,0,0,0,0,0,0.0428
0.967,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0.767,0,0,0.606,0,0.171
0,0,0,0,0,0,0.343
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.276
0.217,0,0,0,0,0,0.0891
1,0,0,0,0,0,0.202
1,0,0,0,0,0,0.274
0.95,0,0,0,0,0,0.162
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0.967,0.667,0,0,0.611,0,0.0428
0.483,0.35,0,0,0.749,0,0.187
0,0,0,0,0.535,0,0
0,0,0,0,0.531,0,0.0857
0,0,0,0,0.35,0,0.128
0,0,0,0,0,0,0.427
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.217,0,0,0,0,0,0
0.75,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.128
0.717,0,0,0,0,0,0.128
0.983,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0.217,0,0,0,0,0,0.0857
0.0167,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0656
0,0,0,0,0,0,0.0977
0,0,0,0,0,0,0.239
0,0,0,0,0,0,0.183
0,0,0,0,0,0,0.121
0,0,0,0,0,0,0.302
0,0,0,0,0,0,0.111
0,0,0,0,0,0,0.0428
0.8,0,0,0,0,0,0.128
0.417,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0.342
0,0,0,0,0,0,0.343
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.122
0,0,0,0,0,0,0.178
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.153
0,0,0,0,0,0,0.219
0,0,0,0,0,0,0.0491
0.233,0,0,0,0,0,0.166
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.127
0,0,0,0,0,0,0.217
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.428
0,0,0,0,0,0,0.465
0,0,0,0,0,0,0.336
0,0,0,0,0,0,0.236
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0.403
0,0,0,0,0,0,0.14
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.7,0,0,0,0,0,0
0.217,0,0,0,0,0,0.13
0.483,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.171
0,0.417,0,0,0.409,0,0.139
0,0.317,0,0,0.688,0,0.214
0,0.667,0,0,0.419,0,0.0428
0,0.0667,0,0,0.531,0,0
0,0,0,0,0.715,0,0.0428
0,0,0,0,0.684,0,0
0,0,0,0,0.53,0,0.0857
0.967,0,0,0,0.241,0,0.257
0.2,0,0,0,0,0,0.171
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.278
0,0,0,0,0,0,0.141
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.104
0,0,0,0,0,0,0.4
0,0,0,0,0,0,0.139
0,0,0,0,0,0,0.196
0,0,0,0,0,0,0.139
0,0,0,0,0,0,0.178
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0.323
0.217,0,0,0,0,0,0.0428
0.483,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.373
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.2
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.343
0,0,0,0,0,0,0.162
0,0,0,0,0,0,0.351
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.471
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.421
0,0,0,0,0,0,0.194
0,0,0,0,0,0,0.175
0,0,0,0,0,0,0.23
0,0,0,0,0,0,0.111
0,0,0,0,0,0,0.527
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.416
0.467,0,0,0,0,0,0.0756
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.28
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0794
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.104
0,0,0,0,0,0,0.113
0,0,0,0,0,0,0.255
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.214
0.217,0,0,0,0,0,0.214
0.0167,0,0,0,0,0,0.128
0,0,0,0,0,0,0.3
0,0.667,0,0,0.209,0,0.0857
0.717,0.0667,0,0,0,0,0.273
0.933,0,0,0,0,0,0.301
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0.0638,0,0,0,0
0,0,0.255,0.233,0,0.547,0
0,0,0,0,0,0.381,0
0,0,0,0,0.131,0,0.0857
0,0.967,0.383,0,0.295,0.121,0
0,0.0167,0.596,0.417,0,0.46,0.214
0,0,0,0.317,0,0.477,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0.467,0,0,0.474,0,0
0,0.517,0,0,0.543,0,0.214
0,0,0,0,0.126,0,0.328
0,0,0,0,0,0,0.185
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.291
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0405
0,0,0,0,0,0,0.184
0,0,0,0,0,0,0.0423
0,0,0,0,0,0,0.161
0.0167,0,0,0,0,0,0.123
0.45,0,0,0,0,0,0.214
0,0,0,0,0,0,0.268
0,0,0,0,0,0,0.166
0,0,0,0,0,0,0.214
0.0167,0,0,0,0,0,0.11
1,0,0,0,0,0,0.0857
0.633,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.557
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0441
0,0,0,0,0,0,0.092
0,0,0,0,0,0,0.158
0,0,0,0,0,0,0
0,0,0,0,0,0,0.367
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0.217,0,0,0,0,0,0.0428
1,0,0,0,0,0,0.128
1,0,0,0,0,0,0
0.133,0,0,0,0,0,0.214
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.171
0.717,0,0,0,0,0,0.502
0.45,0,0,0,0,0,0.42
0,0.167,0,0,0.312,0,0.299
0,0.817,0.638,0,0.637,0.103,0.376
0,0,0.0213,0.867,0.642,0.0884,0.217
0,0,0,0.117,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.201
0,0,0,0,0,0,0.187
0,0,0,0,0,0,0.0653
0,0,0,0,0,0,0.35
0,0,0,0,0,0,0.316
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0.467,0,0,0,0,0,0
0.45,0,0,0,0,0,0.125
0.483,0,0,0,0,0,0.343
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.331
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.224
0,0,0,0,0,0,0.0422
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0563
0,0,0,0,0,0,0.282
0,0,0,0,0,0,0.0984
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.2
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0.354
0,0,0,0,0,0,0.205
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.295
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.685
0,0.667,0,0,0.587,0,0
0,0.0667,0,0,0,0,0
0,0.667,0,0,0.579,0,0.0428
0.217,0.0667,0,0,0,0,0.0986
1,0,0,0,0,0,0.444
0.2,0,0,0,0,0,0.293
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0
0.217,0,0,0,0,0,0
0.95,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.362
0.717,0,0,0,0,0,0.0428
0.933,0,0,0,0,0,0.142
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.233,0,0,0,0,0,0
0,0,0,0,0,0,0.557
0.217,0,0,0,0,0,0
0.25,0,0,0,0,0,0.128
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0.184
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0777
0.0167,0,0,0,0,0,0.245
0.217,0.467,0,0,0.557,0,0.109
0,0.267,0,0,0.63,0,0
0,0,0,0,0.406,0,0.0428
0,0,0,0,0.727,0,0.3
0,0,0,0,0.501,0,0
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0
0.267,0,0,0,0,0,0.0857
0.433,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.128
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.3
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.178
0.0167,0,0,0,0,0,0
0.45,0.217,0,0,0.233,0,0
0,0.517,0,0,0.299,0,0.0428
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0.467,0,0,0.397,0,0.128
0,0.267,0,0,0.545,0,0.0857
0,0,0,0,0.255,0,0
0,0,0,0,0,0,0.171
0.267,0,0,0,0,0,0.642
0.433,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.0428
0.767,0,0,0,0,0,0.557
0.4,0,0,0,0,0,0.166
0,0,0,0,0,0,0.149
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.171
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.0857
0,0,0,0,0,0,0.171
0,0,0.319,0.383,0,0.357,0.171
0,0,0,0.85,0,0.616,0.3
0,0,0,0,0,0.825,0.171
0.217,0,0,0,0,0.249,0.128
0.0167,0,0,0,0,0,0.171
0,0,0,0,0,0,0.257
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0.167
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0.233,0,0,0,0,0,0.0428
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0.319,0.633,0,0.399,0
0.467,0,0,0.1,0,0,0.0428
0,0,0,0,0,0,0.214
0,0,0,0,0,0,0.0428
0,0,0,0,0,0,0.24
0,0,0,0,0,0,0.119
0,0,0,0,0,0,0.257
